Brand Name,Generic Name,Number of Manufacturers,Year,Total Spending,Total Dosage Units,Total Claims,"Total 
Beneficiaries",Average Spending Per Dosage Unit (Weighted),"Average 
Spending Per Claim","Average 
Spending Per Beneficiary","Outlier 
Flag",Change in Average Spending Per Dosage Unit (2021-2022),Annual Growth Rate in Average Spending Per Dosage Unit (2018-2022)
Hydroxyprogesterone Caproate,Hydroxyprogesterone Caproat/PF,4,2022,289962.32,626,170,54,462.34,1705.66,5369.67,0,,
Hydroxyurea,Hydroxyurea,6,2022,17172918.37,39828502,461479,96683,0.43,37.21,177.62,0,,
Hydroxyzine HCl*,Hydroxyzine HCl,12,2022,71990676.22,295042408,3800238,1182338,0.25,18.94,60.89,0,,
Hydroxyzine Pamoate,Hydroxyzine Pamoate,9,2022,18103352.76,112442646,1449608,397503,0.16,12.49,45.54,0,,
Hyftor,Sirolimus,1,2022,108683.71,580,29,16,187.39,3747.71,6792.73,1,,
Hyoscyamine Sulfate ER,Hyoscyamine Sulfate,3,2022,4320.82,6416,124,31,0.66,34.85,139.38,0,,
Hyoscyamine Sulfate*,Hyoscyamine Sulfate,5,2022,841909.32,1852742,25446,15108,0.45,33.09,55.73,0,,
Hyqvia,"IgG/Hyaluronidase,Recombinant",1,2022,15428487.72,740787,2370,191,20.78,6509.91,80777.42,0,,
Hysingla ER,Hydrocodone Bitartrate,1,2022,25294175.35,1276072,41577,6174,19.78,608.37,4096.89,0,,
Hyzaar,Losartan/Hydrochlorothiazide,2,2022,1903623.39,361563,5718,1415,5.29,332.92,1345.32,0,,
IVermectin*,IVermectin,5,2022,12080217.54,2167868,90436,62946,4.7,133.58,191.91,0,,
Ibandronate Sodium*,Ibandronate Sodium,9,2022,38965680.2,1777183,729107,219981,21.99,53.44,177.13,1,,
Ibrance,Palbociclib,1,2022,1948323854,2807585,134834,17497,693.94,14449.8,111351.88,0,,
Ibsrela,Tenapanor HCl,1,2022,5485812.1,201833,2910,1294,27.18,1885.16,4239.42,0,,
Ibu,Ibuprofen,1,2022,1118274.52,26343090,238667,103212,0.04,4.69,10.83,0,,
Ibuprofen,Ibuprofen,22,2022,62522093.7,440199381,6659905,3232688,0.14,9.39,19.34,0,,
Ibuprofen-Famotidine,Ibuprofen/FAmotidine,3,2022,6644675.22,1045391,10672,3596,6.35,622.63,1847.8,0,,
Icatibant,Icatibant Acetate,5,2022,47399717.58,30324,2245,575,1517.97,21113.46,82434.29,0,,
Iclusig,Ponatinib HCl,1,2022,100843137.5,155764,4740,738,647.4,21274.92,136643.82,0,,
Icosapent Ethyl,Icosapent Ethyl,4,2022,172833407.8,81278554,420012,131026,2.13,411.5,1319.08,0,,
Idhifa,Enasidenib Mesylate,1,2022,93705062.58,92436,3031,677,1013.72,30915.56,138412.2,0,,
Ilaris,Canakinumab/PF,1,2022,33488914.22,1904,1214,187,17588.72,27585.6,179085.1,0,,
Ilevro,Nepafenac,1,2022,20025718.71,175779,55239,31437,113.93,362.53,637.01,0,,
Ilumya,Tildrakizumab-Asmn,1,2022,25027537.15,1555,1540,535,16094.88,16251.65,46780.44,0,,
Imatinib Mesylate,Imatinib Mesylate,13,2022,263510968.3,5332011,119047,14653,60.73,2213.5,17983.41,0,,
Imbruvica,Ibrutinib,1,2022,2853910970,7182052,195679,22202,460.03,14584.66,128542.97,0,,
Imfinzi,Durvalumab,1,2022,12360159.75,30324,1193,227,407.17,10360.57,54450.04,0,,
Imipenem-Cilastatin Sodium,Imipenem/Cilastatin Sodium,4,2022,3356204.65,1447349,8630,1790,2.41,388.9,1874.97,1,,
Imipramine HCl,Imipramine HCl,6,2022,5368661.18,21506986,219552,45565,0.25,24.45,117.82,0,,
Imipramine Pamoate,Imipramine Pamoate,2,2022,3196190.9,389168,6260,1289,8.29,510.57,2479.59,0,,
Imiquimod,Imiquimod,6,2022,8261922.19,3081454,173558,116356,2.79,47.6,71.01,0,,
Imitrex,Sumatriptan,1,2022,174490.62,1932,217,78,90.32,804.1,2237.06,0,,
Imitrex*,Sumatriptan Succinate,1,2022,5295109.88,58458,3966,851,123.3,1335.13,6222.22,0,,
Imovax Rabies Vaccine,"Rabies Vacc, Human Diploid/PF",1,2022,124214.31,337,335,162,368.59,370.79,766.76,0,,
Impavido,Miltefosine,1,2022,1283053.98,2044,27,16,627.72,47520.52,80190.87,1,,
Imuran,Azathioprine,1,2022,467936.64,57925,495,121,8.08,945.33,3867.24,0,,
Imvexxy,Estradiol,1,2022,10532334.51,392846,30475,7816,26.81,345.61,1347.54,0,,
Inbrija,Levodopa,1,2022,23058779.26,1298804,8107,2285,17.75,2844.3,10091.37,0,,
Incassia,Norethindrone,1,2022,103272.62,190010,3053,1079,0.54,33.83,95.71,0,,
Incontrol Pen Needle,"Pen Needle, Diabetic",2,2022,598754.85,2491864,17986,7648,0.24,33.29,78.29,0,,
Incruse Ellipta,Umeclidinium Bromide,1,2022,498890589,40277842,1051785,214355,12.39,474.33,2327.4,0,,
Indapamide,Indapamide,3,2022,8592438.27,28864028,375979,98197,0.3,22.85,87.5,0,,
Inderal La,Propranolol HCl,1,2022,9453605.79,128610,1809,367,73.79,5225.87,25759.14,0,,
Inderal XL,Propranolol HCl,1,2022,1286605.56,17549,289,101,73.32,4451.92,12738.67,0,,
Indocin*,Indomethacin,1,2022,1840708.32,21899,210,110,250.26,8765.28,16733.71,0,,
Indomethacin,Indomethacin,6,2022,3426292.28,15422680,251642,128285,0.22,13.62,26.71,0,,
Indomethacin ER,Indomethacin,4,2022,803158.62,1141366,19106,8550,0.72,42.04,93.94,0,,
Infanrix DTaP,"Diph,Pertuss(Acell),Tet Ped/PF",1,2022,16304.97,221,396,296,73.96,41.17,55.08,0,,
Inflectra,Infliximab-Dyyb,1,2022,23565720.37,25952,4321,935,908.04,5453.77,25203.98,0,,
Infliximab,Infliximab,1,2022,1246103.7,3009,446,171,414.13,2793.95,7287.16,1,,
Ingrezza,Valbenazine Tosylate,1,2022,1266279975,5060813,171758,23114,250.32,7372.47,54784.11,0,,
Ingrezza Initiation Pack,Valbenazine Tosylate,1,2022,6528771.02,24311,842,815,268.55,7753.88,8010.76,0,,
Inlyta,Axitinib,1,2022,417577746.4,2316717,24578,4737,230.25,16989.9,88152.36,0,,
Innopran XL,Propranolol HCl,1,2022,3124222.34,42654,733,192,73.27,4262.24,16271.99,0,,
Inpen (For Humalog),"Insulin Pen,Reusable,Bt Lispro",1,2022,1381245.92,1533,1445,1304,901.01,955.88,1059.24,0,,
Inpen (For Novolog Or Fiasp),"Insulin Pen,Reusable,Bt,Aspart",1,2022,1297171.34,1437,1376,1213,902.69,942.71,1069.39,0,,
Inqovi,Decitabine/Cedazuridine,1,2022,69638921.54,43034,8816,2114,1618.23,7899.15,32941.78,0,,
Inrebic,Fedratinib Dihydrochloride,1,2022,52145209.31,259103,2672,489,201.25,19515.42,106636.42,0,,
Inspra,Eplerenone,1,2022,414402.46,33226,377,95,12.47,1099.21,4362.13,0,,
Insulin Aspart,Insulin Aspart,1,2022,17127354.5,1149700,60991,25210,14.9,280.82,679.39,0,,
Insulin Aspart Flexpen,Insulin Aspart,1,2022,56630536.73,2968148,192760,77106,19.08,293.79,734.45,0,,
Insulin Aspart Penfill,Insulin Aspart,1,2022,504436.27,27807,1329,681,18.14,379.56,740.73,0,,
Insulin Aspart Prot Mix 70-30,Insulin Aspart Prot/Insuln Asp,1,2022,11156147.34,623063,26499,8307,17.88,421,1342.98,0,,
Insulin Degludec,Insulin Degludec,1,2022,5140.92,420,35,28,12.24,146.88,183.6,0,,
Insulin Degludec Pen (U-100),Insulin Degludec,1,2022,144132,11520,1174,806,12.51,122.77,178.82,0,,
Insulin Degludec Pen (U-200),Insulin Degludec,1,2022,136739.61,5676,479,344,24.09,285.47,397.5,0,,
Insulin Glargine,"Insulin Glargine,Hum.Rec.Anlog",1,2022,1131425.33,92824,7964,4842,12.19,142.07,233.67,0,,
Insulin Glargine Solostar,"Insulin Glargine,Hum.Rec.Anlog",1,2022,2342831.63,197403,17101,10848,11.87,137,215.97,0,,
Insulin Glargine-Yfgn,Insulin Glargine-Yfgn,1,2022,16567385.13,1550567,193388,70351,10.68,85.67,235.5,0,,
Insulin Lispro,Insulin Lispro,1,2022,40517343.43,4612491,204967,69580,8.78,197.68,582.31,0,,
Insulin Lispro Junior Kwikpen,Insulin Lispro,1,2022,883532.82,78549,5511,2458,11.25,160.32,359.45,0,,
Insulin Lispro Kwikpen U-100,Insulin Lispro,1,2022,122808328.5,10893018,607214,198792,11.27,202.25,617.77,0,,
Insulin Lispro Protamine Mix,Insulin Lispro Protamin/Lispro,1,2022,13022862.25,1163529,41583,11543,11.19,313.18,1128.2,0,,
Insulin Pen Needle,"Pen Needle, Diabetic",1,2022,4684.9,20900,164,77,0.22,28.57,60.84,0,,
Insulin Syringe,"Syrge-Ndl,Ins 0.3 Ml Half Mark",1,2022,851213.87,2376284,15748,6774,0.36,54.05,125.66,0,,
Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",12,2022,5514602.72,19098150,135457,55083,0.29,40.71,100.11,0,,
Insulin Syringe,"Syringe And Needle,Insulin,1ml",18,2022,14041775.01,47912467,378805,148679,0.29,37.07,94.44,0,,
Insulin Syringe,"Syringe,Insulin,Needless 1 Ml",1,2022,2095.07,11787,150,83,0.18,13.97,25.24,0,,
Insulin Syringe,"Syringe-Needle,Insulin,0.5 Ml",14,2022,12432572.88,41484709,291847,107795,0.3,42.6,115.34,0,,
Insulin Syringe U-500,"Syringe,Insul U-500,Ndl,0.5ml",1,2022,318855.64,878845,5964,2049,0.36,53.46,155.62,0,,
Insumed,"Syring-Needl,Disp,Insul,0.3 Ml",1,2022,545.23,1750,27,11,0.31,20.19,49.57,1,,
Insupen,"Pen Needle, Diabetic",2,2022,25901.55,82452,656,346,0.31,39.48,74.86,0,,
Integra Plus,"Iron Fum,Ps/Folic/Bcomp,C No.9",1,2022,815.44,1170,21,11,0.7,38.83,74.13,1,,
Intelence,Etravirine,1,2022,12895562.04,566239,8554,1557,23.67,1507.55,8282.31,0,,
Intralipid,Fat Emulsions,1,2022,130079.03,582267,213,39,0.22,610.7,3335.36,0,,
Intrarosa,Prasterone (Dhea),2,2022,3802825.05,438719,10886,3258,8.66,349.33,1167.23,0,,
Intron A,"Interferon Alfa-2b,Recomb.",1,2022,564559.41,3702,524,187,165.17,1077.4,3019.03,0,,
Intuniv,Guanfacine HCl,1,2022,205380.58,20027,476,70,10.27,431.47,2934.01,0,,
Invanz*,Ertapenem Sodium,1,2022,96539.16,5530,203,129,17.46,475.56,748.37,1,,
Invega,Paliperidone,1,2022,25750207.26,1767279,55190,6399,14.74,466.57,4024.1,0,,
Invega Hafyera,Paliperidone Palmitate,1,2022,40918617.61,10572,2388,1581,3855.93,17135.1,25881.48,0,,
Invega Sustenna,Paliperidone Palmitate,1,2022,1643708962,753914,596038,69001,2180.28,2757.73,23821.52,0,,
Invega Trinza,Paliperidone Palmitate,1,2022,476700024.3,128246,59606,17768,3716.13,7997.52,26829.13,0,,
Inveltys,Loteprednol Etabonate,1,2022,4832054.52,46940,15220,8637,102.94,317.48,559.46,0,,
Invirase,Saquinavir Mesylate,1,2022,206724.52,19764,182,73,10.46,1135.85,2831.84,0,,
Invokamet,Canagliflozin/Metformin HCl,1,2022,27489420.35,2832900,26316,5871,9.7,1044.59,4682.24,0,,
Invokamet XR,Canagliflozin/Metformin HCl,1,2022,16196326.21,1670852,17225,3903,9.69,940.28,4149.71,0,,
Invokana,Canagliflozin,1,2022,427366295,22115193,396347,88388,19.32,1078.26,4835.12,0,,
Iopidine,Apraclonidine HCl,1,2022,83467.22,2969,95,49,28.11,878.6,1703.41,0,,
Ipol,"Poliomyelitis Vaccine, Killed",1,2022,393752.37,4478,6750,5604,87.93,58.33,70.26,1,,
Ipratropium Bromide*,Ipratropium Bromide,12,2022,75449247.57,51092338,1531106,641154,1.66,49.28,117.68,0,,
Ipratropium-Albuterol,Ipratropium/Albuterol Sulfate,7,2022,10378605.93,53788254,447352,153753,0.19,23.2,67.5,0,,
Irbesartan,Irbesartan,10,2022,77100968.38,182581018,2394634,587831,0.42,32.2,131.16,0,,
Irbesartan-Hydrochlorothiazide,Irbesartan/Hydrochlorothiazide,7,2022,17940818.52,44185576,577943,144233,0.41,31.04,124.39,0,,
Iressa,Gefitinib,1,2022,6625714.25,24268,809,133,273.02,8190.01,49817.4,0,,
Irinotecan HCl,Irinotecan HCl,11,2022,933843.11,32052,1447,318,28.13,645.36,2936.61,1,,
Isentress,Raltegravir Potassium,1,2022,146220370.7,4628685,72779,8673,31.73,2009.1,16859.26,0,,
Isentress Hd,Raltegravir Potassium,1,2022,28930428.58,913507,14719,1616,31.67,1965.52,17902.49,0,,
Isibloom,Desogestrel-Ethinyl Estradiol,1,2022,174663.94,317103,5704,1320,0.55,30.62,132.32,0,,
Isoniazid,Isoniazid,4,2022,322614.91,1423015,33583,11301,0.22,9.61,28.55,0,,
Isopto Atropine,Atropine Sulfate,1,2022,316297.74,28545,5246,3294,11.08,60.29,96.02,0,,
Isopto Carpine,Pilocarpine HCl,1,2022,6258.88,1055,54,31,5.96,115.91,201.9,0,,
Isordil,Isosorbide Dinitrate,1,2022,118246.09,7319,68,17,16.16,1738.91,6955.65,0,,
Isosorbide Dinit-Hydralazine,Isosorbide Dinit/Hydralazine,2,2022,3249271.82,1386416,9684,3852,2.32,335.53,843.53,0,,
Isosorbide Dinitrate,Isosorbide Dinitrate,12,2022,43779676.96,59702871,520871,129092,0.75,84.05,339.14,0,,
Isosorbide Mononitrate,Isosorbide Mononitrate,2,2022,4259308.57,12814809,143657,33830,0.33,29.65,125.9,0,,
Isosorbide Mononitrate ER,Isosorbide Mononitrate,8,2022,85696387.56,327884024,4713379,1121475,0.26,18.18,76.41,0,,
Isotretinoin,Isotretinoin,5,2022,950594.91,136011,3089,1271,6.91,307.74,747.91,1,,
Isradipine,Isradipine,3,2022,1756725.38,994896,8170,2076,1.74,215.02,846.21,0,,
Istalol,Timolol Maleate,1,2022,1046997.91,13478,2117,555,77.68,494.57,1886.48,0,,
Isturisa,Osilodrostat Phosphate,1,2022,17110721.37,101560,960,148,179.82,17823.67,115612.98,0,,
Itraconazole,Itraconazole,11,2022,9600554.07,4114046,32506,12798,2.77,295.35,750.16,0,,
Ixiaro,Japanese Encephalitis Vacc/PF,1,2022,198625.05,333,571,364,596.47,347.85,545.67,0,,
Jadenu,Deferasirox,1,2022,12533456.69,83668,991,205,150.46,12647.28,61138.81,0,,
Jadenu Sprinkle,Deferasirox,1,2022,491452.49,4410,48,13,109.42,10238.59,37804.04,1,,
Jaimiess,L-Norgest/E.Estradiol-E.Estrad,1,2022,84032.55,95170,1046,444,0.88,80.34,189.26,0,,
Jakafi,Ruxolitinib Phosphate,1,2022,1756404369,6271087,111112,13486,280.08,15807.51,130239.09,0,,
Jalyn,Dutasteride/Tamsulosin HCl,1,2022,909866.06,113185,1994,390,8.04,456.3,2332.99,0,,
Jantoven,Warfarin Sodium,1,2022,5393919.69,35801493,497069,110570,0.15,10.85,48.78,0,,
Janumet,Sitagliptin Phos/Metformin HCl,1,2022,815605370.4,90915763,848642,180666,8.97,961.07,4514.44,0,,
Janumet XR,Sitagliptin Phos/Metformin HCl,1,2022,397328689.9,35702992,428910,94577,12.13,926.37,4201.11,0,,
Januvia,Sitagliptin Phosphate,1,2022,4097997365,228444352,4242641,884825,17.94,965.91,4631.42,0,,
Jardiance,Empagliflozin,1,2022,5851720782,300042205,5653254,1321067,19.51,1035.11,4429.54,0,,
Jasmiel,Ethinyl Estradiol/Drospirenone,1,2022,12136.19,10411,238,53,1.17,50.99,228.98,0,,
Jatenzo,Testosterone Undecanoate,1,2022,3293189.71,261001,3349,842,13.16,983.34,3911.15,0,,
Jencycla,Norethindrone,1,2022,100926.65,219384,4151,1592,0.46,24.31,63.4,0,,
Jentadueto,Linagliptin/Metformin HCl,1,2022,94461864.87,10844238,110995,21683,8.71,851.05,4356.49,0,,
Jentadueto XR,Linagliptin/Metformin HCl,1,2022,28806029.67,2491806,33025,7320,12.74,872.25,3935.25,0,,
Jevtana,Cabazitaxel,1,2022,5360814.75,603,397,92,8890.24,13503.31,58269.73,0,,
Jinteli,Norethindrone Ac-Eth Estradiol,1,2022,208739.85,127077,2104,584,1.64,99.21,357.43,0,,
Jolessa,Levonorgestrel/Ethin.Estradiol,1,2022,97019.7,128123,1397,515,0.76,69.45,188.39,0,,
Jornay PM,Methylphenidate HCl,1,2022,547268.6,37825,1169,232,14.47,468.15,2358.92,0,,
Jublia,Efinaconazole,1,2022,69225105.1,393707,62830,24361,175.83,1101.78,2841.64,0,,
Juleber,Desogestrel-Ethinyl Estradiol,1,2022,14269.84,27097,604,127,0.53,23.63,112.36,0,,
Juluca,Dolutegravir/Rilpivirine,1,2022,346740918.6,3181858,101208,10984,108.97,3426.02,31567.82,0,,
Junel,Norethindrone Ac-Eth Estradiol,1,2022,360892.94,496862,11397,2670,0.73,31.67,135.17,0,,
Junel Fe,Norethindrone-E.Estradiol-Iron,1,2022,604105.66,1195858,20515,5327,0.51,29.45,113.4,0,,
Junel Fe 24,Norethindrone-E.Estradiol-Iron,1,2022,66300.48,60312,1188,394,1.1,55.81,168.28,0,,
Juxtapid,Lomitapide Mesylate,1,2022,8527541.96,4778,142,14,1785.77,60053.11,609110.14,0,,
Jynarque,Tolvaptan,1,2022,60705731.07,194274,3535,390,312.47,17172.77,155655.72,0,,
K-Phos No.2,"Sod Phos,M-B/K Phos,Monob",1,2022,16636.6,16464,166,66,1.01,100.22,252.07,0,,
K-Phos Original,"Potassium Phosphate,Monobasic",1,2022,133508.41,254791,3054,929,0.52,43.72,143.71,0,,
K-Tab ER,Potassium Chloride,1,2022,1295883.37,1336161,8599,5107,0.96,150.7,253.75,0,,
Kadcyla,Ado-Trastuzumab Emtansine,1,2022,4663633.39,1120,474,69,4317.99,9838.89,67588.89,0,,
Kaitlib Fe,Noreth-Ethinyl Estradiol/Iron,1,2022,31867.29,12855,205,56,2.48,155.45,569.06,0,,
Kalbitor,Ecallantide,1,2022,26210229.87,4761,431,43,5505.19,60812.6,609540.23,0,,
Kaletra,Lopinavir/Ritonavir,1,2022,2288397.58,258180,2089,442,8.93,1095.45,5177.37,0,,
Kalydeco,IVacaftor,1,2022,25486737.15,54212,959,106,470.13,26576.37,240440.92,0,,
Kanjinti,Trastuzumab-Anns,1,2022,4193266.07,2193,881,138,2400.5,4759.67,30385.99,0,,
Kapspargo Sprinkle,Metoprolol Succinate,1,2022,2023721.59,1056376,34764,11419,1.91,58.21,177.22,0,,
Kapvay,Clonidine HCl,1,2022,65916.27,8447,86,16,7.8,766.47,4119.77,0,,
Kariva,Desog-E.Estradiol/E.Estradiol,1,2022,63018.27,82180,1270,304,0.77,49.62,207.3,0,,
Katerzia,Amlodipine Benzoate,1,2022,1392620.52,371992,1800,398,3.74,773.68,3499.05,0,,
Kazano,Alogliptin Benz/Metformin HCl,1,2022,108754.55,16312,181,63,6.69,600.85,1726.26,0,,
Kelnor 1-35,Ethynodiol D-Ethinyl Estradiol,1,2022,91727.07,149590,2645,578,0.61,34.68,158.7,0,,
Kelnor 1-50,Ethynodiol D-Ethinyl Estradiol,1,2022,38122.56,49224,879,165,0.77,43.37,231.05,0,,
Kenalog-10,Triamcinolone Acetonide,1,2022,7140.81,8640,373,248,0.83,19.14,28.79,1,,
Kenalog-40,Triamcinolone Acetonide,1,2022,35135.1,35627,1431,1116,0.99,24.55,31.48,0,,
Kenalog-80,Triamcinolone Acetonide,1,2022,13293.22,634,307,237,20.97,43.3,56.09,0,,
Keppra XR,Levetiracetam,1,2022,26257418.05,2713799,15181,2159,9.95,1729.62,12161.84,0,,
Keppra*,Levetiracetam,1,2022,76701476.89,8576191,42710,5813,11.76,1795.87,13194.82,0,,
Kerendia,Finerenone,1,2022,74078624.21,3607352,84126,25931,20.54,880.57,2856.76,0,,
Kerydin,Tavaborole,1,2022,151918.54,1128,217,101,134.68,700.09,1504.14,1,,
Kesimpta Pen,Ofatumumab,1,2022,233312241.2,11782,24068,3418,19802.77,9693.88,68259.87,0,,
Ketoconazole*,Ketoconazole,13,2022,94780019.62,282722455,3258898,1568295,0.49,29.08,60.44,0,,
Ketodan,Ketoconazole,1,2022,32285.77,6800,68,45,4.75,474.79,717.46,0,,
Ketoprofen,Ketoprofen,4,2022,9867303.69,1023964,6928,2477,9.62,1424.26,3983.57,0,,
Ketorolac Tromethamine*,Ketorolac Tromethamine,21,2022,36982531.36,10866628,1431432,868263,4.02,25.84,42.59,0,,
Keveyis,Dichlorphenamide,2,2022,16594881.51,56618,745,89,293.08,22275.01,186459.34,0,,
Kevzara,Sarilumab,1,2022,80837227.23,45724,18579,2969,1767.93,4351,27227.09,0,,
Keytruda,Pembrolizumab,1,2022,91147954.99,65928,7915,1335,1382.54,11515.85,68275.62,0,,
Kimyrsa,Oritavancin Diphosphate,1,2022,627044.75,161,118,71,3894.69,5313.94,8831.62,1,,
Kineret,Anakinra,1,2022,23620004.18,90955,4359,690,259.69,5418.67,34231.89,0,,
Kinrix,"Diph,Pertus(Acel),Tet,Polio/PF",1,2022,5553.36,42,78,58,133.02,71.2,95.75,0,,
Kisqali,Ribociclib Succinate,1,2022,166342357.8,625101,11958,2108,272.43,13910.55,78910.04,0,,
Kisqali Femara Co-Pack,Ribociclib Succinate/Letrozole,1,2022,14703319.08,84952,1046,191,172.1,14056.71,76980.73,0,,
Klisyri,Tirbanibulin,1,2022,2124927.94,10295,1970,1495,206.4,1078.64,1421.36,0,,
Klonopin,Clonazepam,2,2022,3663255.51,1248046,15231,2441,2.95,240.51,1500.72,0,,
Klor-Con,Potassium Chloride,1,2022,10154458.73,2585001,40498,20482,3.93,250.74,495.77,0,,
Klor-Con 10,Potassium Chloride,2,2022,4702710.54,17052398,210857,72883,0.28,22.3,64.52,0,,
Klor-Con 8,Potassium Chloride,1,2022,1290202.4,5272275,51893,17985,0.24,24.86,71.74,0,,
Klor-Con M10,Potassium Chloride,1,2022,6354288.82,23871366,227714,81423,0.27,27.9,78.04,0,,
Klor-Con M15,Potassium Chloride,1,2022,627208.35,1038874,11199,3504,0.6,56.01,179,0,,
Klor-Con M20,Potassium Chloride,1,2022,24970477.41,82713431,764149,279841,0.3,32.68,89.23,0,,
Klor-Con-Ef,Potassium Bicarbonate/Cit Ac,1,2022,269993.33,301128,3571,1407,0.9,75.61,191.89,0,,
Kloxxado,Naloxone HCl,1,2022,354553.11,5415,2597,2230,65.48,136.52,158.99,0,,
Kombiglyze XR,Saxagliptin HCl/Metformin HCl,1,2022,28326184.93,2731752,32160,6759,11.47,880.79,4190.88,0,,
Korlym,Mifepristone,1,2022,187312598.5,322994,6080,846,579.93,30807.99,221409.69,0,,
Koselugo,Selumetinib/Vitamin E Tpgs,1,2022,10000943.43,70696,619,74,158.39,16156.61,135147.88,0,,
Krintafel,Tafenoquine Succinate,1,2022,6940.29,413,58,31,16.8,119.66,223.88,0,,
Kristalose,Lactulose,1,2022,3792479.38,420808,6595,2968,9,575.05,1277.79,0,,
Krystexxa,PEGloticase,1,2022,123038866.1,4537,2906,496,27118.99,42339.6,248062.23,0,,
Kurvelo,Levonorgestrel/Ethin.Estradiol,1,2022,89444.77,198298,2981,889,0.45,30,100.61,0,,
Kuvan,Sapropterin Dihydrochloride,1,2022,10325178.37,114782,668,70,131.28,15456.85,147502.55,0,,
Kyleena,Levonorgestrel,1,2022,40248.03,36,36,36,1118,1118,1118,0,,
Kynmobi,Apomorphine HCl,1,2022,6386423.77,215635,2826,931,29.6,2259.88,6859.75,0,,
Kyprolis,Carfilzomib,1,2022,11995372.43,7478,1178,157,1977.58,10182.83,76403.65,0,,
Labetalol HCl*,Labetalol HCl,16,2022,51927761,150558712,1057048,245971,0.34,49.13,211.11,0,,
Lacosamide*,Lacosamide,11,2022,128028029,37115251,414796,76941,4.21,308.65,1663.98,0,,
Lacrisert,Hydroxypropyl Cellulose,1,2022,239782.38,23280,241,103,10.3,994.95,2327.98,0,,
Lactated Ringers*,"Ringer'S Solution,Lactated",3,2022,633809.15,121427209,18879,3307,0.01,33.57,191.66,0,,
Lactulose,Lactulose,8,2022,77630853.2,1486169286,1459735,475506,0.34,53.18,163.26,0,,
Lagevrio (Eua),Molnupiravir,1,2022,3486845.94,14229822,356047,352676,0.25,9.79,9.89,0,,
Lamictal,Lamotrigine,1,2022,108690543,5818017,49320,5990,18.96,2203.78,18145.33,0,,
Lamictal (Orange),Lamotrigine,1,2022,12213.45,800,16,15,15.27,763.34,814.23,1,,
Lamictal ODT,Lamotrigine,1,2022,4001776.45,266107,2370,287,15.44,1688.51,13943.47,0,,
Lamictal XR,Lamotrigine,1,2022,51122970.15,1586461,16964,2051,33.22,3013.62,24925.88,0,,
Lamictal XR (Orange),Lamotrigine,1,2022,13611.97,700,20,20,19.45,680.6,680.6,1,,
Lamivudine,Lamivudine,11,2022,4453069.89,2241586,30270,4576,3.14,147.11,973.14,0,,
Lamivudine Hbv,Lamivudine,3,2022,3466915.11,646093,15826,2728,5.35,219.06,1270.86,0,,
Lamivudine-Zidovudine,Lamivudine/Zidovudine,5,2022,2752408.56,693468,8601,1289,3.97,320.01,2135.31,0,,
Lamotrigine,Lamotrigine,16,2022,65233039.92,338512964,3892675,592798,0.2,16.76,110.04,0,,
Lamotrigine (Blue),Lamotrigine,1,2022,24371.23,1790,45,37,13.62,541.58,658.68,0,,
Lamotrigine (Green),Lamotrigine,1,2022,42209.96,3416,35,35,12.36,1206,1206,0,,
Lamotrigine (Orange),Lamotrigine,1,2022,160819.76,12576,258,247,12.79,623.33,651.09,0,,
Lamotrigine ER,Lamotrigine,8,2022,56735454.33,9310924,125067,20797,6.29,453.64,2728.06,0,,
Lamotrigine ODT,Lamotrigine,5,2022,10021737.77,1561779,18472,3633,6.47,542.54,2758.53,0,,
Lamotrigine ODT (Orange),Lamotrigine,1,2022,14161.84,1365,39,39,10.37,363.12,363.12,0,,
Lanoxin,Digoxin,1,2022,1580849.53,104144,1801,429,15.19,877.76,3684.96,0,,
Lanreotide Acetate,Lanreotide Acetate,1,2022,1587960.05,93,169,51,17167.14,9396.21,31136.47,0,,
Lansoprazol-Amoxicil-Clarithro,Lansoprazole/Amoxiciln/Clarith,1,2022,626277.38,118144,1056,1034,5.3,593.07,605.68,0,,
Lansoprazole,Lansoprazole,16,2022,71741420.56,82994465,1146474,299665,0.98,62.58,239.41,0,,
Lanthanum Carbonate,Lanthanum Carbonate,4,2022,56022191.51,7266358,49959,13083,7.72,1121.36,4282.06,0,,
Lantus,"Insulin Glargine,Hum.Rec.Anlog",1,2022,833484770.5,29432867,1380803,306049,28.32,603.62,2723.37,0,,
Lantus Solostar,"Insulin Glargine,Hum.Rec.Anlog",1,2022,2873658630,98504211,4590568,1072434,29.17,625.99,2679.57,0,,
Lapatinib,Lapatinib Ditosylate,1,2022,7654246.32,176682,1511,264,43.32,5065.68,28993.36,0,,
Larin,Norethindrone Ac-Eth Estradiol,1,2022,140137.19,192572,4456,1079,0.73,31.45,129.88,0,,
Larin 24 Fe,Norethindrone-E.Estradiol-Iron,1,2022,67505.72,59612,1216,336,1.13,55.51,200.91,0,,
Larin Fe,Norethindrone-E.Estradiol-Iron,1,2022,193242.28,391013,7956,1914,0.49,24.29,100.96,0,,
Larissia,Levonorgestrel/Ethin.Estradiol,1,2022,79134.79,143696,2680,869,0.55,29.53,91.06,0,,
Lasix,Furosemide,1,2022,718838.19,696145,8348,2635,1.03,86.11,272.8,0,,
Lastacaft,Alcaftadine,1,2022,478534.88,5763,1646,875,83.04,290.73,546.9,0,,
Latanoprost,Latanoprost,6,2022,218256824.6,47762089,9927735,2275675,4.6,21.98,95.91,0,,
